Wow. I don't know what to say.,6
You don't have to say anything. Just listen.,4
Okay.,6
I've liked you since the first day I saw you in math class. You were sitting next to me and you smiled at me. I felt something in my heart that I never felt before.,4
Really?,6
"Yes, really. And ever since then, I've been trying to get closer to you. To be your friend, to make you laugh, to make you happy.",4
You have. You're a great friend.,6
But I want to be more than friends. I want to be your boyfriend.,4
My boyfriend?,6
"Yes, your boyfriend. Will you go out with me?",4
I... I don't know.,3
Why not? Don't you like me back?,4
I do. I do like you back. A lot.,3
Then what's the problem?,4
I'm just... scared.,3
Scared of what?,4
Scared of losing you. Scared of getting hurt. Scared of not being good enough for you.,3
"Hey, hey, don't say that. You're not going to lose me. I'm not going to hurt you. And you're more than good enough for me. You're perfect for me.",4
Really?,3
"Yes, really. Trust me. I love you.",4
You love me?,3
"Yes, I love you. With all my heart.",4
I love you too.,5
"Hey, where are you? I'm waiting for you at the park.",5
"Sorry, I can't make it.",4
What? Why not?,6
I have to study for a test.,4
A test? What test?,6
A math test. It's tomorrow.,4
But we planned this date a week ago. You said you were free today.,6
"I know, I know. But I forgot about the test. It's really important.",4
More important than me?,6
"No, of course not. But I can't fail this test. It's worth 50% of my grade.",4
So what? You're smart. You'll do fine.,6
"No, I won't. I'm terrible at math. I need to study.",4
Fine. Study then. See if I care.,2
Don't be like that. Please understand.,4
Understand what? That you don't care about me? That you don't want to spend time with me?,2
"No, that's not true. I do care about you. I do want to spend time with you.",4
Then prove it. Come to the park. Now.,2
I can't. I'm sorry.,4
Fine. Then we're done. Don't ever talk to me again.,2
"What? No, please. Don't say that.",5
"I'm sorry, who is this?",7
"What do you mean? It's me, your girlfriend.",5
"Oh, right. Sorry, I forgot your name.",7
How can you forget my name? We've been dating for two months.,5
"Have we? Wow, time flies.",7
Are you kidding me? Are you playing some kind of sick joke on me?,6
"No, I'm not kidding. I'm not playing any jokes. I'm just being honest.",7
Honest? Honest about what?,6
Honest about the fact that I don't love you. That I never loved you. That I only dated you because I felt sorry for you.,7
What? How can you say that?,5
"Because it's the truth. You're boring, annoying, clingy, and ugly. I don't know what I saw in you.",7
That's not true. You're lying. You're just trying to hurt me.,5
"No, I'm not lying. I'm telling you the truth. You deserve to know.",7
"No, I don't. I don't deserve this. I don't deserve you.",5
You're right. You don't deserve me. You deserve someone worse than me. Someone who will make you miserable.,7
Why are you being so cruel? What did I ever do to you?,5
Nothing. You did nothing to me. That's the problem. You're so dull and passive. You never do anything interesting or exciting.,7
That's not true. I do things. I do things with you.,5
Like what? Going to the movies? Going to the park? Going to the library? Those are not things. Those are boring activities.,7
They're not boring. They're fun. They're romantic.,5
"Romantic? Ha! There's nothing romantic about you. You're so shy and timid. You never kiss me, you never hug me, you never touch me.",7
"That's not true. I do kiss you, I do hug you, I do touch you.",5
"Yeah, but only when I ask you to. And even then, you're so awkward and clumsy. You don't know how to please me.",7
That's not true. I do know how to please you. I do please you.,5
"No, you don't. You're terrible in bed. You're the worst lover I ever had.",7
"Hey, are you okay? I heard what happened.",8
"No, I'm not okay. He broke up with me. He cheated on me. He lied to me.",5
"Oh, I'm so sorry. He's such a jerk. You deserve better.",8
Thank you. You're very kind.,3
"No, you're very kind. You're very smart, funny, kind, beautiful... You're everything he ever wanted.",8
"No, I'm not. He said I'm boring, annoying, clingy, and ugly. He said I'm the worst lover he ever had.",5
He's lying. He's just saying that to hurt you. He's jealous of you. He's insecure about himself.,8
Really? You think so?,6
"Yes, I do. Trust me. I know him. He's a bad person. He doesn't deserve you.",8
Thank you. You're a good person. You deserve happiness.,3
Thank you. You're a good person too. You deserve happiness too.,8
Thank you. But I don't think I'll ever be happy again.,5
Don't say that. You will be happy again. You have so much to live for.,8
Like what? What do I have to live for?,6
"Like your friends, your family, your dreams, your hobbies...",8
But I don't have any friends. He was my only friend.,5
"That's not true. You have many friends. You have me, for example.",8
You? You're my friend?,6
Of course I'm your friend. I've always been your friend. I've always liked you.,8
You have? You do?,6
"Yes, I have. Yes, I do. You're smart, funny, kind, beautiful... You're everything I ever wanted.",8
Wow. I don't know what to say.,6
You don't have to say anything. Just listen.,8
Okay.,6
I've liked you since the first day I saw you in math class. You were sitting next to me and you smiled at me. I felt something in my heart that I never felt before.,8
Really?,6
"Yes, really. And ever since then, I've been trying to get closer to you. To be your friend, to make you laugh, to make you happy.",8
You have. You're a great friend.,6
And I want to be your best friend. I want to be there for you.,8
My best friend?,6
"Hey, I need to tell you something.",11
What is it?,6
"Well, you know how I've been dating Lisa for a while?",11
"Yeah, what about her?",6
"Well, I kind of cheated on her.",11
What? You did? With who?,6
With... with you.,11
With me? What do you mean?,6
I mean that night we got drunk and hooked up. Remember?,11
Oh. Oh no. I don't remember that.,6
"Well, it happened. And I feel terrible about it.",11
You should. How could you do that to Lisa? She's your girlfriend. She loves you.,9
"I know, I know. I love her too. It was a mistake. A stupid mistake.",11
A mistake? A mistake is forgetting to buy milk. Not sleeping with your best friend's sister.,9
"Hey, don't be so hard on yourself. It's not your fault. It's mine.",11
"No, it's not just your fault. It's mine too. I should have stopped you.",11
But you didn't. You wanted it too.,11
"No, I didn't. I was drunk. I didn't know what I was doing.",11
Me too. I was drunk too. I didn't mean to hurt Lisa.,11
But you did. You hurt her. And you hurt me.,11
I'm sorry. I'm so sorry. What can I do to make it up to you?,11
Nothing. There's nothing you can do. You can't undo what you did.,9
"Please, don't say that. There has to be a way to fix this.",11
There's no way to fix this. You broke our trust. You broke our friendship.,9
"Please, don't end our friendship. You're my best friend. You're like a brother to me.",11
A brother? A brother who sleeps with his sister? That's disgusting.,9
"I know, I know. It's disgusting. It's wrong. It's unforgivable.",11
Then why did you do it? Why did you betray me?,9
I don't know. I don't know why I did it. I guess I was jealous of you.,10
Jealous of me? Why were you jealous of me?,6
"Because you have everything. You have a great girlfriend, a great job, a great car, a great life.",10
That's not true. I don't have everything. I have problems too.,6
Like what? What problems do you have?,10
Like... like... I don't know. But I'm sure I have some.,6
See? You don't have any problems. You're perfect. You're always perfect.,10
"No, I'm not perfect. I'm not always perfect. I make mistakes too.",6
"Yeah, but not as big as mine. Not as bad as mine.",10
Maybe not. But that doesn't mean you can ruin my life.,9
I didn't mean to ruin your life. I just wanted to have a taste of it.,10
"Well, you had your taste. And you spit it out. And you left a bitter taste in my mouth.",9
"I'm sorry. I'm so sorry. Please, forgive me.",11
I don't know if I can. I don't know if I should.,9
"Please, try. Please, give me another chance.",11
